Start of Prestorm	Storm Onset		Min Dst Time		End Fast Recovery	End Early Recovery 	End long Recovery	MinDst
2005-10-31/02:40:00	2005-10-31/05:40:00	2005-10-31/19:00:00	2005-10-31/22:40:00	2005-11-01/23:50:00	2005-11-02/18:10:00	-74
2005-11-12/05:00:00	2005-11-12/05:00:00	2005-11-13/15:00:00	2005-11-13/18:10:00	2005-11-14/16:11:00	2005-11-14/17:25:00	-51
2005-12-10/20:50:00	2005-12-11/01:00:00	2005-12-11/10:00:00	2005-12-11/12:10:00	2005-12-11/13:45:00	2005-12-11/13:45:00	-54
2005-12-11/13:45:00	2005-12-11/13:45:00	2005-12-11/18:05:00	2005-12-11/12:10:00	2005-12-13/15:25:00	2005-12-13/23:10:00	-54
2006-04-03/17:00:00	2006-04-04/07:04:00	2006-04-05/15:00:00	2006-04-05/20:02:00	2006-04-06/16:00:00	2006-04-08/06:00:00	-86
2006-04-08/21:00:00	2006-04-08/23:50:00	2006-04-09/07:05:00	2006-04-09/12:10:00	2006-04-09/18:00:00	2006-04-12/04:00:00	-79
2006-04-13/00:30:00	2006-04-13/23:55:00	2006-04-14/09:00:00	2006-04-14/10:10:00	2006-04-16/09:15:00	2006-04-17/18:40:00	-110
2006-08-19/04:00:00	2006-08-19/10:00:00	2006-08-19/21:00:00	2006-08-19/23:00:00	2006-08-21/15:20:00	2006-08-23/18:10:00	-70
2006-09-23/02:20:00	2006-09-23/23:50:00	2006-09-24/09:00:0	2006-09-24/11:20:00	2006-09-24/14:16:30	2006-09-26/07:50:00	-56
2006-10-12/12:00:00	2006-10-12/12:00:00	2006-10-13/23:05:00	2006-10-14/13:05:00	2006-10-14/13:00:00	2006-10-18/23:30:00	-50
2006-11-09/07:00:00	2006-11-09/16:50:00	2006-11-10/06:50:00	2006-11-10/09:00:00	2006-11-10/21:17:00	2006-11-13/23:30:00	-52
2006-11-28/11:35:00	2006-11-29/21:55:00	2006-11-30/12:50:00	2006-11-30/15:15:00	2006-11-30/23:47:30	2006-12-01/07:55:00	-74
2006-12-14/13:40:00	2006-12-14/21:00:00	2006-12-15/07:20:00	2006-12-15/12:01:20	2006-12-16/03:14:30	2006-12-18/18:00:00	-146
2007-03-23/04:40:00	2007-03-23/04:40:00	2007-03-24/07:40:00	2007-03-24/11:20:00	2007-03-24/18:29:00	2007-03-25/01:00:00	-50
2007-03-31/21:00:00	2007-03-31/23:05:00	2007-04-01/07:50:00	2007-04-01/10:05:00	2007-04-01/19:55:00	2007-04-06/21:40:00	-63
2007-04-27/01:00:00	2007-04-27/14:56:00	2007-04-28/06:58:00	2007-04-01/10:05:00	2007-04-28/10:56:00	2007-05-02/23:00:00	-56
2007-05-21/07:30:00	2007-05-22/08:30:00	2007-05-23/12:45:00	2007-05-23/16:00:00	2007-05-24/08:35:00	2007-05-29/09:00:00	-63
2007-10-25/09:50:00	2007-10-25/09:50:00	2007-10-25/20:58:00	2007-10-26/02:10:00	2007-10-26/09:00:00	2007-10-28/13:50:00 	-51
2007-11-19/17:00:00	2007-11-19/17:00:00	2007-11-20/19:58:40	2007-11-21/01:55:00	2007-11-22/10:30:00	2007-11-30/06:40:00	-71
2008-03-09/00:04:00	2008-03-09/01:08:00	2008-03-09/05:04:00	2008-03-09/05:04:00	2008-03-19/11:25:00	2008-03-10/08:20:00	-72
2008-09-02/22:50:00	2008-09-03/21:50:00	2008-09-04/04:00:00	2008-09-04/06:15:00	2008-09-04/09:55:00	2008-09-12/12:00:00	-50
2008-10-11/03:12:00	2008-10-11/06:56:00	2008-10-11/11:04:00	2008-10-11/14:00:00	2008-10-13/17:30:00	2008-10-14/21:00:00	-59
2009-07-21/18:00:00	2009-07-22/00:00:00	2009-07-22/09:00:00	2009-07-22/10:10:00	2009-07-23/05:30:00	2009-07-27/05:30:00	-78
